index,title,ingredients,preparation,img_url,cluster_label,sim_idx
257,Vegan French Toast,"1 Jar Clearspring Amazake – Brown Rice
1 Jar filtered water
1 tbsp Clearspring Coconut oil
1 baguette or a loaf of sough dough bread (optional Gluten Free bread)
1 tsp Clearspring Kuzu (optional)
2 tbsp Maple Syrup (optional)
Fresh Fruit (optional)
Clearspring Fruit Puree if fresh fruit is not in season (optional)
","Take your bread and cut to around 3cm thick with a bread knife or to your prefered thickness.
Empty the Amazake into a large bowl, fill the jar with filtered water and mix both liquids with a whisk or a spoon until blended. (Optional – Mix the Kuzu with 1 tbsp of water and add to the mixture. This will thicken the liquid) Dip the bread into the liquid and place in a large container (with a lid), pour the remaining liquid into the container and leave in the fridge for at least 30min.
Wash and slice all the fruit you would like to have as your toppin and leave in a bowl.
In a large frying pan, place 1 tbsp of coconut oil, one by one, slowly place the amazake soaked bread and fry them on medium to low heat. Flip the bread and check that both sides are golden brown.
Place all the cooked french toast on a serving dish. Now, let’s start decorating the dish. Pour a generous amount of maple syrup before serving. Enjoy warm.",https://veganuary.com/wp-content/uploads/2019/01/Vegan-Amazake-French-Toast-9431-400x267.jpg,16,516
258,Quinoa Coconut and Coriander Salad,"1 cup Cooked Quinoa (cook quinoa in vegetable stock for more flavor)
1 grated carrot
1 stalk finely chopped celery
10 almonds chopped and roasted
Shredded coconut
Handful (1/3 cup) chopped coriander
Vinaigrette:
60ml lemon juice
30ml water
60ml olive oil
2 tsp white vinegar
1 clove crushed garlic
Oreganum, salt and pepper to taste.",Cook the quinoa.Mix ingredients together to make up a salad!,https://veganuary.com/wp-content/uploads/2016/07/Coconut-carrot-coriander-quinoa-2-400x265.jpg,2,453
259,"Millet & Tofu Bake with Pressed Chicory, Radish and Cucumber Salad","½ cup millet (already cooked)
½ pack of tofu marinated overnight in fresh ginger juice/shoyu/garlic 
1 onion finely sliced
2 medium carrots finely sliced half-moons
1 Tbsp sunflower seeds
2 Tbsp shoyu
1 Tbsp brown rice vinegar
Sesame oil
* Cucumber finely diced
* Chicory finely sliced
* Radishes sliced half-moon
* ½ tsp sea salt
* 1 tsp umeboshi vinegar","Combine all the ingredients marked with a (*) together in a salad press and close, press the salad for one hour.Sauté the onions and carrots in sesame oil for about 10 minutes until soft.
Remove the tofu from the marinade and crumble with your hands into a bowl.
Add the onions, carrots, and millet and sunflower seeds.
Add the shoyu and brown rice vinegar.
Mix together and transfer to an oven proof dish.
Bake for 20 minutes on a medium heat.Serve the tofu bake in a small bowl garnished with the pressed salad and sprinkle with black toasted sesame seeds. (The bake is supposed to be crumbly.)
",https://veganuary.com/wp-content/uploads/2016/07/Millet-Tofu-Bake-Two-400x300.jpg,19,223
260,"Sweet Potato, Black Bean and Chickpea Chilli","600g sweet potato (peeled and cut in 1.5cm dice)
1 large red pepper (cut in 2cm dice)
2 x 400g cans chopped tomatoes
2 x 400g cans black beans (rinsed and drained)
400g can chickpeas (drained)
250ml water
1 large onion (finely chopped)
4 garlic cloves (crushed)
1 tsp ground coriander
1 tsp ground cumin
1/2 tsp ground cinnamon
1-2 tbsp chilli powder (according to taste)
1 tbsp cider vinegar
2 limes
2 tsp cocoa powder
1 tsp caster sugar
3 tbsp olive oil
Salt & pepper
1 bunch fresh coriander to serve","Heat olive oil in a large saucepan. Fry together onion, garlic, ground coriander, ground cumin, chili powder and cinnamon until onion is soft.
Add diced sweet potato, red pepper, canned tomatoes and water.
Bring to boil. Then cooked covered under medium heat for 10 mins.
Add black beans, chickpeas, and cider vinegar. Cook uncovered under medium heat for 20 mins until vegetables are cooked and liquid has thickened.
Add cocoa powder, sugar, lime juice and season to taste.
Add chopped fresh coriander just before serving.Did you like this dish? Try this tasty chilli non carne recipe.
",https://veganuary.com/wp-content/uploads/2016/07/sweet-potato-black-bean-chickpea-chili-v800-400x267.jpg,14,347
261,Broccoli Crunch Snack Bites,"¾ cups raw almonds, soaked 8 hours or overnight
1 tbsp apple cider vinegar
2 tsp maple syrup
¼ tsp sea salt
¾ cups water
3 large heads broccoli, separated into florets","The almonds need to be soaked overnight/for 8 hours.
Blend all ingredients apart from the broccoli in a high-speed blender until smooth. Place the broccoli florets in a large bowl, and pour the dressing over the broccoli. Toss well to coat. Spread the coated broccoli on as many dehydrator trays as you need to fit all of the broccoli, and dehydrate at 110°F for12-24 hours, or until dry and crunchy.
Oven Variation: Preheat the oven to 400° and bake forabout30-40minutes, or until crunchy.
Chili Cheese Variation: Add 2 tbsp nutritional yeast, 1 clove garlic, and2 tspchili powder to the blended ingredients.
Spicy Maple-Chipotle Variation: Increase the amount of maple syrup to 2 tbsp and add 1/2 tsp red pepper flakes, 1/2 tsp cinnamon, and 1/2 tsp chipotle power to the blended ingredients.
Coconut-Peanut Butter Variation:Increase the amount of maple syrup or agave to 2 tbsp and add 1 tbsp peanut butter, 1/4 cup unsweetened dried coconut, and1 tsp vanilla extract to the blended ingredients.
Bright Miso Variation: Add 1 tbsp light miso, 1 tbsp lemon juice, 1 tsp onion powder, 1 small clove garlic, and 1/2 tsp Dijon mustard to the blended ingredients.
Smoky “Bacon” Variation:Increase the amount of maple syrup or agave to 1 1/2 tbsp and add 1 tbsp tamari, 1 tsp smoked paprika, and 1/2 tsp liquid smoke to the blended ingredients.
Cool Ranch Variation:Add 1 tbsp nutritional yeast, 1/2 tsp garlic powder, 1/2 tsp onion powder, 1/2 tsp dried dill,2 tbsp fresh chives, and 1 tbsp fresh parsley to the blended ingredients.
",https://veganuary.com/wp-content/uploads/2016/07/CIMG81481-400x303.jpg,16,269
262,Instant Raw Crumble,"2 apples
2 handfuls blueberries
1 handful pecans
1 handful hazelnuts
1 handful almonds
1 handful quinoa flakes (be sure to use flakes not the usual seed)
1 handful dates (remove stone)","Cut and core the apple. You don’t need to peel it.
Put the apple and the blueberries in the chopper attachment of a hand blender or food processor.
Blend till smooth-ish. Put into serving bowls.
Put all of the nuts into the blender and blitz till they are crumbs.
Add the dates and blitz again until the dates are very small pieces.
Add the quinoa flakes and blitz for a few seconds.
Pour this mixture on top of the fruit.",https://veganuary.com/wp-content/uploads/2016/11/INSTANT-CRUMBLE-SQ-NOT-COMP-400x400.jpg,20,238
263,The Italiano Wrap,"Your choice of vegetables
2 barley or rice bread wraps
¼ cup vegan mayonnaise mixed with 1 tbsp fresh pesto
2 tbsp fresh pesto (divided)
1 cup salad mix, loosely packed
¼ cup naturally fermented sauerkraut
½ avocado, cut lengthwise into 6 slices
1 tbsp reduced balsamic vinegar","Slice and cube your choice of vegetables, red onion, carrot, small leek etc. Put them in a bowl and drizzle over some light olive oil and balsamic vinegar, add salt and pepper (optional) and make sure the vegetables are well coated in the dressing.
Transfer to a baking tray and roast in a hot oven until slightly charred. Mix the roasted vegetables with 1 tbsp. pesto.
Warm up the tortillas over medium heat in a pan. Spread the vegan/pesto mayonnaise on the tortillas, and then fill them with the salad mix, roasted vegetables, avocado and sauerkraut. Drizzle with reduced balsamic vinegar, roll into burrito form and serve.
",https://veganuary.com/wp-content/uploads/2016/07/The-Italiano-Wrap-400x266.jpg,13,192
264,Nākd Cashew Cookie Dough Ice Cream,"720ml / 3 cups coconut milk
2 tbsp arrowroot powder
120ml / ½ cup maple syrup
1 tbsp vanilla extract
2 Nākd Cashew Cookie Bars, cut into 1cm chunks
2 Nākd Cocoa Delight Bars, cut into small chips","Serves: 8
Preparation time: 15 minutes, plus overnight chilling & 20 minutes churningMix 60ml / ¼ cup coconut milk with the arrowroot powder in a small bowl and set aside.
Pour the rest of the coconut milk and maple syrup into a large saucepan and bring to a boil. As soon as the mixture begins to boil, stir in the arrowroot mixture to thicken the liquid. Remove from the heat and stir in the vanilla.
Chill the mixture in the fridge until cold and churn. During the last few minutes of churning, add in the cashew cookie chunks and cocoa delight chips.
Transfer the ice cream to a freezer-safe container and freeze for at least 3 hours or overnight.",https://veganuary.com/wp-content/uploads/2016/07/Cookie-Dough_Brand-400x600.jpg,9,312
265,Chocolate Coconut Clusters,"1/2 cup popped amaranth or puffed oats
1/4 cup desiccated coconut
1/2 cup dark chocolate chips
splash of plant milk
1/2 tbsp agave (optional)","Bring a small pan of water to the boil and then turn down to barely a simmer. place a bowl over the pan and melt the chocolate, plant milk and agave until completely smooth.Add the amaranth pops or puffed oats, desiccated coconut and stir to combine.Fill 8-10 mini muffin cases or 4 standard cases with the mixture and finish with a little more coconut.Leave to harden for at least an hour before consuming. you can also chill them in the refrigerator if you prefer.",https://veganuary.com/wp-content/uploads/2015/12/Vegan-Chocolate-Coconut-Clusters-Recipe-400x267.jpg,1,708
266,Chocolate and Date Flapjack,"200g rolled oats
250g of dates, finely chopped or whizzed in a food processor
100g bar of dairy-free chocolate, cut/broken into pieces
60g dairy-free spread
3 tablespoons of agave nectar/maple syrup
1 heaped tablespoon of desiccated coconut","Preheat the oven to 180 degrees C, and spray a medium-sized rectangular dish with oil
Put the dairy-free spread and syrup in a pan and heat gentle until melted
Add the dates and desiccated coconut and stir before switching off the heat
Add the oats, and mix thoroughly until the mixture is evenly coated
Add the chocolate, and also the fine dust/crumbs left over from breaking it up
Mix into the mixture, don’t worry if it begins to melt, this will help to bind the mixture
Spoon into your dish, and press it down as much as possible with the back of a spoon
Bake for 20-25 minutes depending on your preferred consistency (longer for crunchier)
Remove from the oven, allow to cool to room temperature
Place in the fridge for an hour or so to firm up enough for cutting
Cut into 12 slices and enjoy!NotesFor the dish size, I used one that’s 18cm x 23cm but sizes can vary slightly. You may have to adjust cooking times if the overall size is much different as smaller dishes will make a thicker flapjack that may need cooking longer.
If you want to, you can remove the flapjack from the oven about 15 minutes into the cooking time, and carefully turn it out onto a flat baking sheet, so as to cook it more evenly on the underside. This isn’t essential though, and if you do decide to, be very careful as it will still be quite crumbly.",https://veganuary.com/wp-content/uploads/2016/07/Chocolate-and-Date-Flapjack-400x267.jpg,16,7
267,Vegan Chicken Nuggets,"Vegan chicken nuggets ingredients:
400g firm tofu
80g chickpea flour
5 tbsp nutritional yeast
3 tbsp American mustard
Juice of 1/2 lemon
2 tbsp olive oil
1 1/2 tsp salt
1 tsp garlic powder
1 tsp onion powder
Cracked black pepper
Other ingredients:
Breadcrumbs (e.g. gluten-free ones)
On the side:
Potato salad
Ketchup","Start squeezing all the water out of 400g of firm tofu.This takes about 20 minutes. The more you squeeze the water out of tofu the more it will absorb flavours.
Then roughly crumble the tofu into a food processor and all other ingredients. Blend well until you get a smooth mixture. You may need to add a TINY bit of water as well. And don’t taste the mixture, the uncooked chickpea flour tastes bitter and needs to be cooked first before it is consumed.
Then spoon out the mixture with a tablespoon. And press into a bowl with breadcrumbs. Bread evenly on all sides and then fry in hot oil until golden brown (make sure the oil is hot). Place on a kitchen towel as it will absorb some of the excess oil.
Serve on its own with ketchup or other dips or with a deliciousAustrian potato salad.Enjoy!
—Exceedingly Vegan
",https://veganuary.com/wp-content/uploads/2018/06/vegan-chicken-nuggets-gluten-free-400x300.jpg,12,605
268,Blackberry and Apple Crumble,"For the fruit filling:4 medium organic apples
150g / 5½ oz blackberries
1 tablespoon agave nectar
Pinch of cinnamonFor the crumble topping:250g / 9 oz plain flour (wheat, spelt or gluten-free)
150g / 5½ oz vegan margarine, cut into cubes
50g / 2 oz fairtrade demerara sugar, plus a little extra to top
50g / 2 oz porridge oats (use gluten-free if needed)","Wash the fruit. Core the apples and chop into cubes, roughly 2cm. Take a third of the chopped apples and simmer in a little water with the agave nectar and cinnamon.
Once they become soft and pulpy and can be lightly mashed with a wooden spoon to form a sauce, add the remaining apples and soften slightly for a couple of minutes.
Remove from the heat and stir in the blackberries gently so as not to crush them.
Pour the fruit mixture into an ovenproof dish and preheat your oven to 180ºC/350ºF/Gas Mark 4.
Meanwhile, rub the vegan margarine into the flour until it resembles fine breadcrumbs, then stir in the oats and sugar.
Sprinkle the crumble topping onto the fruit filling and press it down lightly. Scatter a little extra sugar all over the top, then pop in the oven for about 25 minutes.
Serve hot with lashings and lashings of vegan custard!Like this recipe and want to try more? Sign up with Veganuary today for recipes delivered straight to your inbox.
",https://veganuary.com/wp-content/uploads/2016/07/MM-Blackberry-Apple-Crumble-21-400x267.jpg,4,189
269,Chilli Cornbread,"2 cups cornmeal
1 cup plain flour
2 tsps baking powder
5g dried chipotle mora chilli
1 pinch pink Himalayan salt
1/3 cup organic coconut oil
2 tblsps maple syrup
2 cups almond milk
2 tsps raw apple cider vinegar or freshly squeezed lemon juice","Makes 9-12 servings
EquipmentTwo mixing bowls
Measuring cups
Measuring spoons
Small pan
Whisk
Wooden spoon
Baking paper
8″ x 8″ baking trayTurn the oven on to 175c and line your baking dish with baking or greaseproof paper. Melt the coconut oil and leave to cool.
Pour the almond milk and apple cider vinegar or lemon juice into a bowl and whisk together. This will create a ‘buttermilk’, so don’t worry when it starts to curdle or separate.
Finely chop the chilli into tiny pieces and add it with all of the other dry ingredients into another bowl. Stir thoroughly.
* Top Tip *
Wearing disposable gloves helps to avoid any accidental chilli ‘after burn’ if you forget and touch your skin after chopping.
Add the cooled, liquid coconut oil and maple syrup to the ‘buttermilk’ bowl, and whisk briskly for a minute or so to combine and create a slightly frothy mixture.
Pour the liquid into the dry ingredients bowl and stir together until you have a thick batter without any lumps. Pour into the baking dish and pop in the oven for 30-35 mins. To check it’s cooked, insert a skewer into the middle and it should come out clean.
* Serving Suggestion *
The chilli cornbread tastes delicious both warm and cold, and is a great side for soup, chilli con carne, or dipped in flavoured oils and vinegars. The cornbread will keep for 1-2 days in an airtight container, however it always tastes best on the day you make it as gets drier over time; surely a great reason to share it with your friends!
",https://veganuary.com/wp-content/uploads/2016/07/cornbread_header-400x178.jpg,16,261
270,Hearty Winter Stew,"2 Onions (finely sliced)
1 medium butternut squash (peeled, deseeded, and cubed)
Boiling water
Approximately 400g mixed sliced mushrooms (we used Shitake mushrooms & chestnut mushrooms)
1 medium swede (peeled, cubed)
200g chopped chestnuts (buy peeled, cooked & ready to use)
Sea salt (to taste)
Small handful of fresh thyme (finely chopped)
Handful fresh Tarragon (optional)","Heat your favourite oil or cooking fat in a large casserole dish (we used coconut oil – you could also use rapeseed oil to name a few)
Fry the onions for a few minutes until soft and translucent
Add the swede, squash, mushrooms and more seasoning to the casserole, and sweat for approximately 10 minutes… until the mushrooms are soft
Stir in the fresh thyme and chestnuts, and almost cover the ingredients with boiling water (if unsure best to add less, otherwise the stew will be too thin), add a little more seasoning
Once it comes to the boil reduce the heat, cover with a lid and gently simmer for 40-60 minutes
Season to taste and serve with fresh tarragon
Optional: upgrade with Pulsin’ Pea Protein!",https://veganuary.com/wp-content/uploads/2016/11/stew3-400x267.jpeg,20,827
271,Chocolate Baked Pear Pudding,"2 tbs oat flour (ground oats)
1 tbs cocoa (or carob flour)
½ tsp baking powder
1/3 cup apple puree (or vegan yoghurt or other fruit puree)
2 tsp syrup of choice or a pinch stevia (to taste) 
1 tsp oil
approx. 1 tbs liquid (only if needed to make a smoother batter)
———–
1 small-medium pear
sauce for drizzle","Serves 1.Mix the dry ingredients to small bowl and add the wet ingredients and mix well. The mixture should be thick and fairly smooth (how smooth it is depends on the type of flour used my oat flour gave more texture).Spoon the mix into a large ramekin (or small deep sides dish- there should be min. 1cm space beneath the rim once the pear is pushed in! to allow for a slight rise in the mixture). Push the pear gently into the centre of the ramekin so that is at least half submerged.Bake for 10-15 minutes at 180C until the pear is golden and the mixture is very lightly browned.Serve with a drizzle or carob, chocolate, yoghurt, cream as desired.",https://veganuary.com/wp-content/uploads/2016/07/pear-pud-2-400x247.jpg,10,206
272,Bitter Greens & Dulse Salad with Apple-Miso Dressing,"1/2 cup dulse fronds, soaked for 1-2 minutes, then cut into bite size pieces
2 large handfuls peppery rocket or arugula or other salad greens
1 stick celery, finely sliced
1 carrot, shredded
1/4 cup toasted walnut halves
Ume Plum Vinegar & Apple-Miso Dressing:
2 tsp flax oil
2 tsp Ume plum seasoning
1 tsp sweet white miso
2 tbsp organic apple juice
¼ cup filtered water","Place the greens and dulse in a salad bowl along with the celery and carrot. Drizzle on the dressing and toss well. Taste and adjust the seasonings. Garnish with the toasted walnuts.
To make the dressing:Blend all ingredients together.
",https://veganuary.com/wp-content/uploads/2016/07/Bitter-Greens-Dulse-Salad-400x296.jpg,13,173
273,ALMOND BUTTER AND BERRY JELLY SHAKE,"1 handful of frozen blueberries
1 handful of frozen strawberries
1 handful of frozen raspberries
2 tsp of almond butter
1 pinch of sea salt
300ml of Plenish almond m*lk","Place everything into a blender and blitz together until completely smooth.
Pour it up into your favourite glasses and enjoy!
",https://veganuary.com/wp-content/uploads/2019/01/AlmondButterBerryShake-900x640-400x284.jpg,20,776
274,Risotto Primavera,"25 g Flora Freedom (or similar)
2 tbsp olive oil
1 large onion, finely chopped
2 cloves garlic, crushed
225 g Arborio rice
700 ml hot vegetable stock
300 ml vegan dry white wine (optional but increase stock to 1 litre if not used)
250 g frozen petit pois
125 g asparagus tips, each cut into three
175 g spinach, washed and drained
75 g vegan Parmsan cheese, grated
pinch of salt and freshly ground black pepper","Heat Flora and olive oil in a large pan and fry the onion and garlic until soft but not browned.Add the rice and stir well. Pour in the wine and bring to the boil. Reduce heat and cook gently, whilst stirring, until the liquid has been absorbed.Stir in 300ml stock and repeat until the stock has been absorbed.Add half the remaining stock, and continue cooking, stirring occasionally until the risotto has a creamy consistency.Add the peas to the rice together with the asparagus and remaining stock. Bring back to a simmer and continue stirring as the liquid is absorbed and the rice becomes tender.Stir in the spinach, with a little more stock if necessary, and sprinkle in the cheese, stirring until melted through.Season to taste and serve straight away.",https://veganuary.com/wp-content/uploads/2017/01/6f35a801-9abb-45b7-9326-ab14672d67aa-400x225.jpg,15,432
275,Courgette and Carrot Spaghetti with Red Pepper and Tomato Sauce,"4 courgettes
4 carrots
Pinch of sea salt
Handful of basil leaves
Italian seasoning
Olives and cherry tomatoes, sliced to serveMacadamia Nut Cheese:
1 cup / 125g macadamia nuts
½ cup / 60g cashew nuts
1tbsp tamari or coconut aminos
2tbsp mirin or lemon juice
2-3 tbsp water
1tbsp nutritional yeast flakesRed Pepper Sauce:
½ cup pine nuts
1 red pepper
2tsp lemon juice
1tbsp tamari
2tsp xylitol
2 sundried tomatoes in oil, drained","Using a spiraliser turn the carrot and courgette to create long noodles. Place in a bowl and sprinkle with salt.
Place all the ingredients for the nut cheese in a high speed blender. Blend until smooth – you may need to add a little water to get the right consistency.
Mix all the pepper sauce ingredients together, adding a little water to get to the right consistency.
Rinse the vegetable spaghetti and dry well with kitchen towel. Place in a clean bowl and add the basil leaves, tomatoes and olives and seasoning. Mix in the cheese then serve drizzled with the pepper sauce.",https://veganuary.com/wp-content/uploads/2017/05/104-105-Veg-Spaghetti-400x533.jpg,12,615
276,Summer Pudding,"6 large slices of bread, crusts removed
100g / 3½ oz sugar
75ml / 2.5 fl oz water
700g / 1½ lb soft fruit (e.g. strawberries, raspberries, blueberries, blackberries, redcurrants, blackcurrants)","Cut the bread into neat fingers.
Slowly heat the sugar and water together in a saucepan over a low heat until the sugar dissolves.
Add the fruit and simmer gently for about 7-10 minutes. Reserve a few spoonfuls of juice.
Line the base and sides of a 1 litre basin with bread fingers.
Add half of the hot fruit and cover with more bread fingers. Pour in remaining fruit and top with the remaining bread. Cover with a saucer or plate and place a heavy weight on top.
Refrigerate overnight.
Turn out onto a plate. If there are any white patches, spoon a little of the reserved juice over them.
Serve with your favourite vegan cream or ice cream alternative. Elderflower sorbet would make a light, refreshing, summery accompaniment.",https://veganuary.com/wp-content/uploads/2016/07/MM-Summer-Pudding-21-400x267.jpg,4,694
277,Pesto Roast Potatoes,"1.5kg potatoes, peeled
2 tbsp olive oil
3 tbsp Sacla Free From Basil Pesto (or similar)
","Preheat the oven to 200°C/400°F/Gas mark 6
Cut the potatoes into bite-sized chunks and bring them to boil in a large pan
Simmer for 7 minutes
Pour the olive oil into a large roasting tin and place it in the oven to heat up
Drain the potatoes and return to the pan, with the lid on shake the potatoes to roughen the edges
Spoon in the pesto and toss until all the potatoes are evenly covered
Add the potatoes to the hot roasting tin and spoon over any remaining pesto sauce
Place in over to roast for 45-50 minutes, turning once or twice over cooking until crispy and delicious",https://veganuary.com/wp-content/uploads/2018/01/Potatoes-400x318.png,8,624
278,Breakfast Pizza,"1 ripe banana
1 cup of gluten-free oats
Peanut butter
Fruit of your choice (suggestions in recipe)","Preheat the oven to 170 degrees.
Mash up the banana and mix properly with oats.
Line your baking tray with baking paper. Take the banana and oat mixture and create a pizza shape.
Bake in the oven for 10 min or until the bottom of the pizza is slightly brown.
Spread peanut butter on the top; then add sliced banana, strawberries, kiwi – or whatever fruit you like – and sprinkle with desiccated coconut.",https://veganuary.com/wp-content/uploads/2016/07/breakfast-pizza-400x533.jpg,5,153
279,Crustless Rice and Zucchini Quiche,"2/3 cup uncooked rice of your choice (I use basmati)
½ cup plant milk
½ cup water
2 large onions, finely cubed
2 cloves garlic, finely cubed
4 1/2 medium-sized zucchini (of 8” length), finely sliced
1 tablespoon Italian Seasoning
¼ cup dried parsley
3/4 cup cashew parmesan
1 teaspoon tomato paste
Salt and pepper
1-2 tablespoons vegan butter
2 tablespoons Nutritional Yeast
For the ‘egg’-mixture:
1 cup chickpea flour
1 cup water
½ teaspoon kala namak (for a hint of eggy flavour)
For the cashew parmesan:
1 cup roasted and salted cashews
1/3 cup nutritional yeast
1 teaspoon shiro miso (optional)","Parmesan:Mix all roasted cashews, nutritional yeast and shiro miso in ablender until the mixture has the texture of grated parmesan.If you use unsalted cashews, add a teaspoon of salt to themixture. I recommend you double or triple the recipe, it keepsin the fridge and you’ll want to use it in other dishes, too.
You can use leftover rice for this, but if you don’t: cookrice according to instructions in plant milk and water. Frythe zucchini slices in batches in a pan in hot oil untilthey’re soft and start to brown. You can let the zucchinislices drain on paper towel. Sauté onions and garlic in thesame pan.
Preheat oven to 200C/390F.
For the ‘egg’-mixture: Mix kala namak and chickpea flour in abowl. Add the water and whisk until the mixture is smooth andstarts to get a little foamy. Add the cashew parmesan and mixwell.
Mix cooked rice, parsley, tomato paste, seasoning and onionsin a big bowl. Salt and pepper to taste. Add the ‘egg’-mixture. Be aware that uncooked chickpea flour has a strong,unfamiliar taste that will disappear after cooking. It makesit difficult to taste the uncooked mixture, you might want torely on your experience or salt and pepper before you add the‘egg’-mixture. Add the fried zucchini slices, mix everythingwell and fill the mixture in a greased springform tin.Sprinkle with the nutritional yeast, garnish with flakes ofbutter and bake at 200C/390F for about 50 minutes.
If the quiche browns to quickly, cover the form with tinfoil.
It’s done when the center is firm to the touch.
Serve hot or warm with carrot salad and (vegan) sour cream. Ilove to eat it when it’s cold, it gets an almost meat-loaflike taste and texture after a night in the fridge.",https://veganuary.com/wp-content/uploads/2016/07/quiche-serving-suggestion-400x273.jpg,12,225
280,Tofu Panang Curry,"2 tablespoons vegetable oil
2 generous tablespoons Panang Curry Paste
250ml (9fl oz) coconut milk
1 tablespoon palm sugar
2 tablespoons light soy sauce
200g (7oz) firm tofu, cut into chunks
6–7 sweet basil leaves, plus extra to garnish
3 kaffir lime leaves, chopped
1 red bird’s eye chilli, finely sliced
Steamed jasmine rice, to serve
","Heat the oil in a wok set over a medium-high heat. Once hot, add the curry paste and stir-fry for about 1 minute, until fragrant.
Gradually stir in half the coconut milk and cook for about 1 minute, until the oil from the paste rises to the surface of the coconut milk. Once this happens, stir in the remaining coconut milk, then mix in the palm sugar and soy sauce and cook for a further minute.
Bring the mixture to the boil, then add the tofu. Reduce the heat and simmer for 2–3 minutes, until the tofu is heated through. Stir in the sweet basil, lime leaves and sliced chilli.
Remove the pan from the heat. Serve the curry immediately, with a bowl of rice, garnished with extra basil leaves.",https://veganuary.com/wp-content/uploads/2020/03/Rosas_TofuPanangCurry-JPEG-1-400x621.jpg,11,337
281,Sweet Potato & Watercress Soup,"1 onion
2 cloves garlic, crushed
1 Tbsp olive oil
2 celery stalks, finely sliced
4 cups vegetable stock
2 sweet potatoes, peeled and cut into cubes
1 bunch watercress
2 heaped Tbsp sweet white miso","Roughly chop the onion, crush the garlic and add to a large saucepan with the olive oil.
Saute for 5 minutes.
Add the celery and stock, stir to mix and then add the sweet potatoes.
Cover and cook for 15 minutes.
Transfer to a blender and add the watercress.
Return to the pan and stir in the miso.
Serve garnished with a sprig or two of watercress.Like this recipe? Sign up to Veganuary today to get recipes like this delivered directly to your inbox.
",https://veganuary.com/wp-content/uploads/2016/07/Sweet-Potaote-Watercress-Soup1-400x300.jpg,13,71
282,Gluten-free Brownies,"1 cup of dates
1 cup of raw almonds
1/2 cup of cocoa powder
1/2 cup ground almonds
45g chopped dark chocolate (sugar free)
1/2 cup of raw walnuts
2 tbsp maple syrup
2 tbsp milled chia seeds mixed with 3 tbsp water (or use flax seeds)","Preheat the over to 180C and line a baking tray with greaseproof paper.
In a saucepan add the dates and cover with water, cook down for 10-15 minutes on a medium heat until soft and gooey.Into the blender add the whole almonds and blitz for 30 seconds. Add the cocoa power, ground almonds, dark chocolate and walnuts and blitz together until the walnuts are chopped up.In a small bowl mix together the milled chia seeds and mix with water. Add to the blender along with the maple syrup.Once the dates have boiled down add to the blender and mix everything together.Spread the mixture evenly in the baking tin and bake for 15 minutes.Leave to cool in the tray and once cooled cut into squares. Keep in the fridge.",https://veganuary.com/wp-content/uploads/2016/07/chocolate-brownies-400x267.jpg,16,376
283,Stuffed Bulgur Aubergine with Chermoula,"4 aubergines
3–4 tablespoons good-quality olive oil
juice of 1 lemon
pinch of sea salt
freshly ground black pepper
For the bulgur salad
1 tablespoon olive oil
1 large red onion or 2 small, finely sliced
4 garlic cloves, thinly sliced
1 teaspoon paprika
450ml vegetable stock
150g bulgur wheat
3 tablespoons chopped flat-leaf parsley
For the chermoula
1 teaspoon cumin seeds
1 teaspoon coriander seeds
15g coriander, roughly chopped
15g flat-leaf parsley, roughly chopped
2 garlic cloves, crushed
½ red chilli, deseeded and finely chopped
grated zest and juice of 1 unwaxed lemon
1 teaspoon smoked paprika
100ml olive oil
teaspoon salt, or more to taste if needed
freshly ground black pepper
","1. First, make the bulgur salad. Heat a large frying pan over a high heat and add the olive oil. Once the oil is hot, add the onion and cook for 1–2 minutes, then stir in the garlic and paprika.
2. Bring the vegetable stock to a simmer in a small saucepan over a medium heat. Add the bulgur wheat and gently cook for 8–10 minutes until the grains have plumped up and are cooked through. Remove from the heat and stir through the red onion mixture and parsley. Set aside.
3. Meanwhile, make the chermoula. Heat a small, dry frying pan over a medium heat, add the cumin and coriander seeds and cook for 2 minutes until just toasted. Transfer to a small mixing bowl, add the remaining chermoula ingredients and mix to combine. Season to taste, then set aside.
4. Preheat the oven to its hottest setting and, once it is roasting hot, turn it to the grill setting. Pierce each aubergine twice with a small, sharp knife. Place on a baking sheet under the grill, with the oven door closed, for 25 minutes or until the aubergine skin is black and the flesh is collapsed and soft, using tongs to turn halfway through this time. Remove from the oven, then slice each hot aubergine lengthways down the centre, being careful not to cut all the way through, and split open. Drizzle with the olive oil and lemon juice, and season with the sea salt and some pepper.
5. Serve the aubergines heaped with a spoonful of the bulgur wheat salad and a spoonful of chermoula.
",https://veganuary.com/wp-content/uploads/2021/12/stuffed_aubergine-400x534.png,15,18
